Company,Industry,Review Title,Review Text,Rating,Date,Review_ID,Reviewer,Sentiment,Review_Length,Sentiment_Score,Clean_Text,Word_Count,Character_Count
Temu,Online Shopping,Delivery related,My biggest regret in life is order from temu I placed orders month ago and tracking status of orders still in transit when I ask their customers services for help they offer me a coupon and told me to wait after waiting alot they say parcel are lost I ask for reshipment they refuse and told me to place new orders their customers services are totally disappoint and shit zero respect for customers refuse to follow their own policies they have a policy related lost orders that is reshipment but I ask for reshipment using this policy they refuse and start insist on accepting that coupon offer my money my wait for parcels everything wasted and when I try to place same orders again they double the price after adding in to cart same orders in double price when I highlights this issue they says they're unable to resolve my issue and unable to deliver my parcels so I should close their so cold tickets because from their side issue us resolve as lost parcels as customers I'm shifting from temu other shopping apps so my these parcels money is wasted,1,"August 7, 2026",6a78a3ecae5776eb3d677713,Maha,Negative,1054,-1,biggest regret life order temu placed orders month ago tracking status orders still transit ask customers services help offer coupon told wait waiting alot say parcel lost ask reshipment refuse told place new orders customers services totally disappoint shit zero respect customers refuse follow policies policy related lost orders reshipment ask reshipment using policy refuse start insist accepting coupon offer money wait parcels everything wasted try place orders double price adding cart orders double price highlights issue says unable resolve issue unable deliver parcels close cold tickets side issue us resolve lost parcels customers shifting temu shopping apps parcels money wasted,101,691
Temu,Online Shopping,I spoke in phone line 3 times they…,I spoke in phone line 3 times they don’t know what to say,1,"August 9, 2026",6a787710ad3c3bc21dd5ae2f,Griseld Selenica,Negative,57,-1,spoke phone line 3 times know say,7,33
Temu,Online Shopping,Already being billed and still not one…,"Already being billed and still not one item arrived. Use Speeedx which are useless with little to no customer service, not even a phone number! Website just has pop-ups that confuse the buyer. Amazon may be more money but never these dumb & dumber excuses from cannot find address which then changes to incorrect package then back to cannot find address. I can see I am not alone. It continues. First their SpeedX people cannot find me, then delivered and the only proof is a package pic of the package next to a large old style boom box. My office has cameras and a bin for deliveries. They are lying buggers.
The plot thickens, now Trust Pilot giving me grief and will take my review away if I don't kiss TEMU's butt. I wrote a review because I chat with them every day and it gets me nowhere. Their order numbers are three separate ones and each an issue. I cannot keep up",1,"August 9, 2026",6a786e3029eec33df81d2a13,JT Donohue,Negative,875,-1,already billed still not one item arrived use speeedx useless little no customer service not even phone number website pop ups confuse buyer amazon may money never dumb dumber excuses cannot find address changes incorrect package back cannot find address see not alone continues first speedx people cannot find delivered proof package pic package next large old style boom box office cameras bin deliveries lying buggers plot thickens trust pilot giving grief take review away don't kiss temu's butt wrote review chat every day gets nowhere order numbers three separate ones issue cannot keep,94,592
Temu,Online Shopping,Placed an order,"Placed an order, paid. Where is my order went around in circles. I placed another order same day. Will wait to see. I want my money back or the order filled. Will wait to see.",1,"August 7, 2026",6a785f9a461cb12f9052aef1,Maria,Negative,175,-1,placed order paid order went around circles placed another order day wait see want money back order filled wait see,20,115
Temu,Online Shopping,You are likely to be disappointed,Any clothing items bought from Temu are likely to be shoddy and made with cheap Polyester. I have wasted money on various purchases and they have almost all disappointed. If you buy household goods and other ‘hard’ items then you are likely to be satisfied. I have left reviews which are only posted if they are positive!,2,"August 7, 2026",6a7850d0fa8b772ed43cf982,Trish Boyington,Negative,321,-1,clothing items bought temu likely shoddy made cheap polyester wasted money various purchases almost disappointed buy household goods hard items likely satisfied left reviews posted positive,26,189
Temu,Online Shopping,Wow fake cards now or cheaper!,"Wow. A lot of fake stuff, an artist has been stolen from too, like cards!this was on the news from artists who say their work has been stolen. Temu was mentioned a few times. So don’t believe them whatsoever.",3,"August 9, 2026",6a784c467ba6b8b7f82144ff,Norma mccormack,Neutral,208,0,wow lot fake stuff artist stolen like cards news artists say work stolen temu mentioned times believe whatsoever,18,112
Temu,Online Shopping,I am extremely unhappy with my…,"I am extremely unhappy with my experience with Temu and honestly feel let down as a customer.

I placed an order, paid for it, and waited for it to arrive. The tracking then stated that my parcel had been “delivered.” The problem is that I DID NOT RECEIVE MY ORDER. It was apparently left outside, unattended, without being handed to me or placed somewhere secure.

How can an order be considered successfully delivered when the customer has not received it?

I understand that delivery companies can have problems, but leaving a paid parcel outside and simply marking it as delivered is not an acceptable solution. Once a parcel is left unattended, it can easily disappear, be stolen, damaged by weather, or be taken by somebody else. The customer should not be expected to take responsibility for that.

I paid for my items in good faith and expected them to arrive safely. Instead, I am left without my order and having to deal with the frustration of contacting customer service and explaining something that should be very straightforward: I ordered it, I paid for it, and I did not receive it.

The fact that the tracking says “delivered” does not magically mean I received the package. There is a huge difference between a parcel being marked as delivered and a customer actually receiving it.

This has completely changed my opinion of Temu. Before this experience, I was willing to order from the platform, but now I have serious concerns about whether my orders will actually reach me safely.

Customers should not have to worry that their purchases will simply be left outside and potentially disappear. Temu needs to take delivery problems much more seriously and make sure customers are properly protected when an order is not received.

I am extremely disappointed and expect Temu to take responsibility for this situation and provide a proper resolution. I paid for an order that I never received, and that is simply not acceptable.

Based on this experience, I would seriously reconsider ordering from Temu again. Very poor experience and very frustrating customer service",1,"June 9, 2026",6a7846918b86ee55064c3c48,Mohamed Ali,Negative,2088,-1,extremely unhappy experience temu honestly feel let customer placed order paid waited arrive tracking stated parcel delivered problem not receive order apparently left outside unattended without handed placed somewhere secure order considered successfully delivered customer not received understand delivery companies problems leaving paid parcel outside simply marking delivered not acceptable solution parcel left unattended easily disappear stolen damaged weather taken somebody else customer not expected take responsibility paid items good faith expected arrive safely instead left without order deal frustration contacting customer service explaining something straightforward ordered paid not receive fact tracking says delivered not magically mean received package huge difference parcel marked delivered customer actually receiving completely changed opinion temu experience willing order platform serious concerns whether orders actually reach safely customers not worry purchases simply left outside potentially disappear temu needs take delivery problems much seriously make sure customers properly protected order not received extremely disappointed expect temu take responsibility situation provide proper resolution paid order never received simply not acceptable based experience would seriously reconsider ordering temu poor experience frustrating customer service,175,1381
Temu,Online Shopping,Tortuous Communication with Customer Service,"Re: Order PO1971642819906551505 was delivered 8 August, but three of the fridge magnets did not have magnets attached or included. I tried to communicate this problem with your less than intelligent AI, until I was transferred, at my insistence, to a human customer service officer. This was no better and I ended up going around in circles and with an ever expanding communication chain. Forget about the missing items. I will not be using Temu again.

Re: PO Order PO1971642819906551505

I offer you no thanks for the reply you sent me in response to the review I posted on our recent interactions. The reason is that your reply is unsigned, impersonal. computer generated and totally misses the point of the complaint in my review.

Yes, I originally contacted you because of missing magnets in my order, which was delivered on 8 August.

But the reality is that my complaint morphed into a censor of your totally inadequate customer communication and response mechanisms, e.g. talking mindlessly to a robot, then when I was eventually transferred to a real human being, finding myself on a merry-go-round of being asked the same questions that the robot had asked and failing to answer in any intelligent way. Consequently, I terminated the conversation and decided not to waste any more of my tie interacting with your totally flawed system.

I had suggested the simple solution of you sending me three of the round magnets, which I could then attach to the decals that had been delivered without them. Problem solved. But no! that was all too hard for your mindless, bureaucratic system which wanted to me to play hoopla.

No thank you.

Fix your awful, user unfriendly customer service communication channels, or you will never hear from me again.",1,"August 9, 2026",6a7839e46dc86a520f167a1f,David Brown,Negative,1754,-1,order po1971642819906551505 delivered 8 august three fridge magnets not magnets attached included tried communicate problem less intelligent ai transferred insistence human customer service officer no better ended going around circles ever expanding communication chain forget missing items not using temu po order po1971642819906551505 offer no thanks reply sent response review posted recent interactions reason reply unsigned impersonal computer generated totally misses point complaint review yes originally contacted missing magnets order delivered 8 august reality complaint morphed censor totally inadequate customer communication response mechanisms e g talking mindlessly robot eventually transferred real human finding merry go round asked questions robot asked failing answer intelligent way consequently terminated conversation decided not waste tie interacting totally flawed system suggested simple solution sending three round magnets could attach decals delivered without problem solved no hard mindless bureaucratic system wanted play hoopla no thank fix awful user unfriendly customer service communication channels never hear,149,1144
Temu,Online Shopping,Evri is destroying their businesses Their BOTS ( Temus) are helping destroy TEMU,"The items I’ve ordered have generally actually been good. Temu like SHEIN seem to be under the impression that once they take your money their job is done . The fact they use EVRI who loose and I personally think steal
The packages that never get delivered seems to go over their heads. When you do get offered a refund it takes weeks or in my case my bank had too actually call for the refund back to my CC. No emails answered properly No telephone number to call. These companies are run like scams take your money and do not deliver it’s a great business idea NOTE TO EVRI I HAVE GIVEN YOU MY INFORMATION DETAILS 100 TIMES YOU DID NOTHING SO NO I WILL NOT BE PROVIDING MORE",1,"August 9, 2026",6a78208fd7736cdc5b1afe7e,customer,Negative,676,-1,items ordered generally actually good temu like shein seem impression take money job done fact use evri loose personally think steal packages never get delivered seems go heads get offered refund takes weeks case bank actually call refund back cc no emails answered properly no telephone number call companies run like scams take money not deliver great business idea note evri given information details 100 times nothing no not providing,70,438
Temu,Online Shopping,This is the second parcel the delivery…,This is the second parcel the delivery driver has just thrown over the fence! The gate IS open but no.... he insists on throwing my parcel over a 6 foot high fence!. Just damn lucky nothing was breakable! Not happy!,2,"August 9, 2026",6a781295a348e7cad1ff5903,Margaret Hotz,Negative,215,-1,second parcel delivery driver thrown fence gate open no insists throwing parcel 6 foot high fence damn lucky nothing breakable not happy,22,136
Temu,Online Shopping,I feel like this website is a scam sometimes,"The items on from Temu are very hit and miss as far as their quality. My biggest complaint with this website is that they promise you things like eight free gifts 9 free gifts etc put in writing that there's no way anybody could read conditions. I bought a cat tree from them and then when I put it together it was not as big as far as the size of for the cats as what appeared on the website. When I mentioned this to them they gave me a $3 credit. Wow, that was so generous. Problem is some of their stuff I truly like but is it worth the games? I'm thinking not.",2,"July 31, 2026",6a78116db1a79a9313601fdb,Janalyn Fincher,Negative,565,-1,items temu hit miss far quality biggest complaint website promise things like eight free gifts 9 free gifts etc put writing there's no way anybody could read conditions bought cat tree put together not big far size cats appeared website mentioned gave 3 credit wow generous problem stuff truly like worth games thinking not,54,323
Temu,Online Shopping,Expect disappointment,"Refund is less than promised. Customer service is a chat-bot that pretends to be human - even lying about it.
Expect to receive the worst quality of items - and then expect to still be disappointed when they arrive.
Packaging is very poor.",1,"August 9, 2026",6a7810e84122e602c154958b,Kevin Williamson,Negative,239,-1,refund less promised customer service chat bot pretends human even lying expect receive worst quality items expect still disappointed arrive packaging poor,22,155
Temu,Online Shopping,Often a disapointment - don't select the speed up option,"Re: You already told me that nothing could be done. You made no effort to follow-up with me in any way, even after I reached out directly to customer service.

Forcing me to provide personal identifying information for this review could've resulted in my review being deleted had I not done so. I hope you understand why it seems to me like your response has value and seems VERY performative.
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

I ordered a bunch of things and my order hadn't moved. So I selected the speed up feature, I then get a pop up that say they will give a broker my items as soon as they arrive, to speed up the process. This means massive brokerage fees that exceed the cost of my order. Never agreed to this and they claimed they couldn't cancel teh brokerage transfer. So I asked to cancel my order and they said, they couldn't.

Most items have to be returned because they're often broken, dirty or don't even work. In my case, I purchase niche items for hair extensions and random things but 60% of my purchases do end up returned, so it's always a gamble.",1,"August 6, 2026",6a77e9e543bb065ac7cfbefa,VN,Negative,1109,-1,already told nothing could done made no effort follow way even reached directly customer service forcing provide personal identifying information review could've resulted review deleted not done hope understand seems like response value seems performative ordered bunch things order moved selected speed feature get pop say give broker items soon arrive speed process means massive brokerage fees exceed cost order never agreed claimed couldn't cancel teh brokerage transfer asked cancel order said couldn't items returned often broken dirty don't even work case purchase niche items hair extensions random things 60 purchases end returned always gamble,95,653
Temu,Online Shopping,Service is poor,Service is poor. Very long wait! Scamming ways of promoting service. They would offer free item but they wanted you to buy tanks of item before they give the offer and when they say you have a discount it’s a scam. It’s not real.,1,"August 8, 2026",6a77b2c1a3f8603386a5afe2,Jessica Boswell,Negative,229,-1,service poor long wait scamming ways promoting service would offer free item wanted buy tanks item give offer say discount scam not real,23,136
Temu,Online Shopping,"All you information gets retained when you delete your account, DO NOT TRUST, JUST DONT BUY FROM THEM","I had a problem with a product that I was returning. They fought me for over a month and a half and gave me temu credit instead of going back to my card. I decided to delete my account, so I asked what information of mine they would retain and for how long, they would not tell me. Do not get involved with this unethical, untrustful company!

(ANSWER TO TEMU)
They have not followed up on the matter. I asked for what was kept and for how long and they would not answer. Said they put an urgent ticket in to the higher ups to get me an answer, that was 2 weeks ago, there is no answer coming. I filed complaints with government agencies just to cover myself if something happens to my credit or someone steals my identity, I want it in print what Temu is doing.

All they have done the last two months is lie to me about a return I had to fight for and they ending up giving me a temu credit instead of cash and now they just keep delaying giving me an honest answer.

I CANNOT TELL YOU HOW FRUSTRATED I AM, AND HOW YOU NEED TO JUST STAY AWAY!",1,"August 6, 2026",6a77acd199f86d967ebe22cc,Glenn,Negative,1044,-1,problem product returning fought month half gave temu credit instead going back card decided delete account asked information mine would retain long would not tell not get involved unethical untrustful company answer temu not followed matter asked kept long would not answer said put urgent ticket higher ups get answer 2 weeks ago no answer coming filed complaints government agencies cover something happens credit someone steals identity want print temu done last two months lie return fight ending giving temu credit instead cash keep delaying giving honest answer cannot tell frustrated need stay away,94,606
Temu,Online Shopping,The Life Setter Upper,"OMG, OMG,i love Temu,they can reset your whole life up. Now granted it'll be like 9.5× of of 10 that an item is either wrong or broken. But the way they're set up, you can just get a new one or just get your money back. I love them.",5,"August 1, 2026",6a77a42e8c5fe251583fe27c,Nicole Bowles,Positive,232,1,omg omg love temu reset whole life granted like 9 5 10 item either wrong broken way set get new one get money back love,25,119
Temu,Online Shopping,Should be a negative star review,Should be a negative star review. I bought two different sets of earbuds from two different sellers. I have owned both of these in the past. Same story with both. Fake. Bad fakes. Ran both over with the car which revealed tiny batteries where there was supposed to be a large 18650 in one of the cases. The best part is not only are they fake but none of them would even power on. I don’t know why they bother shipping this useless shit. I hope they get what they deserve for ripping people off.,1,"August 8, 2026",6a779ee1830f590f462d8d34,Matt Ramsay,Negative,495,-1,negative star review bought two different sets earbuds two different sellers owned past story fake bad fakes ran car revealed tiny batteries supposed large 18650 one cases best part not fake none would even power know bother shipping useless shit hope get deserve ripping people,45,278
Temu,Online Shopping,I have had numerous lost Tmu says theey…,"I have had numerous lost Temu says they can a refund but only if I wait an additional 30 days from the original delivery date. I received a package so damaged, took pictures and videos and Temu offered me a 19.00 refund of the 65.00 paid for the item. I demanded a replacement and they have gone silent. They never used to be this bad but something has been changed. One of the items not received by the delivery date is saying they have to check with the carrier before issuing the 5.00 credit. They have gotten so bad and I have had enough. I asked them to cancel all my pending orders including the ones that haven't been delivered as I don't trust they will ever be delivered, and again complete silence. No response. Since my post I have had replies from Temu offering assistance. it is good that they took my complaints seriously.",4,"June 30, 2026",6a779b9bcc6189462d442adb,anita posey,Positive,836,1,numerous lost temu says refund wait additional 30 days original delivery date received package damaged took pictures videos temu offered 19 00 refund 65 00 paid item demanded replacement gone silent never used bad something changed one items not received delivery date saying check carrier issuing 5 00 credit gotten bad enough asked cancel pending orders including ones delivered don't trust ever delivered complete silence no response since post replies temu offering assistance good took complaints seriously,77,511
Temu,Online Shopping,Havent received my package and I paid…,Havent received my package and I paid fully online every time I contact them they are saying they will e mail and that’s All disappointed and never recommend to anyone,1,"August 9, 2026",6a7791657c712814a5a918e4,Prabhani,Negative,167,-1,havent received package paid fully online every time contact saying e mail disappointed never recommend anyone,16,110
Temu,Online Shopping,Popup after popup after popup,With so many promotions popups the anxiety is overwhelming before even purchasing product and then they say item ran out no longer available with promotion. In the end I received the cheapest item of the 3 in the promotion plus it takes forever to get it shipped. China sucks,1,"August 8, 2026",6a777f29995bae2eb9259906,Mathew Sharp,Negative,275,-1,many promotions popups anxiety overwhelming even purchasing product say item ran no longer available promotion end received cheapest item 3 promotion plus takes forever get shipped china sucks,28,192
Temu,Online Shopping,I been on the sight like 5 times to get…,I been on the sight like 5 times to get stuff but I can with all the free stuff you get but at the end your charged for them. Never again will I go on temu !!!,1,"August 8, 2026",6a77786295e3b2b0bbb43c1a,ROB buzz,Negative,159,-1,sight like 5 times get stuff free stuff get end charged never go temu,14,69
Temu,Online Shopping,While TEMU has nice things,"While TEMU has many nice things, their shipping couriers are 3rd rate. TEMU uses GOFO courier services. You can't get ahold of GOFO, even by phone even tho they have a number. SpeedX is even closer to worthless. No way to contact them whatsoever. Both are difficult to track. TEMU refunded me when the delivery didn't come on the delivery date and then days later SpeedX delivered. Amazon has Amazon locker. Amazon blows TEMU away.",1,"August 8, 2026",6a7770b6cce61b4194339bc3,JIM,Negative,431,-1,temu many nice things shipping couriers 3rd rate temu uses gofo courier services can't get ahold gofo even phone even tho number speedx even closer worthless no way contact whatsoever difficult track temu refunded delivery didn't come delivery date days later speedx delivered amazon amazon locker amazon blows temu away,50,320
Temu,Online Shopping,not always honest,"i buy from then now and then, the products are o.k , prices good
but i won that spinning wheel thing that pops up ,, it said i won free items , said to pick them out , plus pick out 4 items to purchase. i did all that,
one paid item arrived
nothing else",3,"August 8, 2026",6a777049666b6f258517a78d,JustAnswer Customer,Neutral,253,0,buy products k prices good spinning wheel thing pops said free items said pick plus pick 4 items purchase one paid item arrived nothing else,25,140
Temu,Online Shopping,Temu delivery left in unsafe place and stolen!,"I ordered a large item from Temu and on the day it was delivered, it was left behind the bin in front of my house. Very unsafe place and visible to the public. It was subsequently stolen and Temu and the seller are refusing to replace or refund as it was marked as delivered. The item was not cheap and I never requested for it to be left where it was. I have reported to the police and I will be taking the matter further using the Consumer Rights Act 2015.",1,"July 21, 2026",6a776cf1b1a62e00644fb5ba,Grace Williams,Negative,458,-1,ordered large item temu day delivered left behind bin front house unsafe place visible public subsequently stolen temu seller refusing replace refund marked delivered item not cheap never requested left reported police taking matter using consumer rights act 2015,39,263
Temu,Online Shopping,False Advertising,"The picture showed actual ""jewels/rhinestones on the blue jean shirt. When I received the shirt, the ""jewels"" were actually ""printed"" on the fabric. Never again!!",1,"August 3, 2026",6a7767b6152f8665a43923eb,Regina,Negative,162,-1,picture showed actual jewels rhinestones blue jean shirt received shirt jewels actually printed fabric never,15,108
Temu,Online Shopping,After writing a review about sending…,"After writing a review about sending two builders bags instead of dust sheets, they gave me my money back.
I tried ordering items only to find that when they took the money off I still had spend £15 extra to get free delivery what a rip off never use this rubbish again",1,"August 8, 2026",6a7760f52c3c2db71342f511,Geoffrey,Negative,269,-1,writing review sending two builders bags instead dust sheets gave money back tried ordering items find took money still spend 15 extra get free delivery rip never use rubbish,29,174
Temu,Online Shopping,Attrocious Temu,"Temu kept on making mistakes when refunding me. First they added to my account as credit, then they tried to transfer the money from the credit on my account to my credit card account. They put it in, but it's showing as pending. Customer services are frustrating.",1,"August 8, 2026",6a775ce96500b73b9642f7e1,Jon Halford,Negative,264,-1,temu kept making mistakes refunding first added account credit tried transfer money credit account credit card account put showing pending customer services frustrating,23,168
Temu,Online Shopping,They fraudulently represented an item…,"They fraudulently represented an item they sold me as new.

The box was re-taped, stainless steel top scratched and the parts bag previously torn open.

After serval emails they refused to do the right thing.

There solution is for me to return it. They missed the point. They sold me this item under the false pretense it was new.

DO NOT BUY FROM THEM!!!!!",1,"August 2, 2026",6a77592807ff5bc2854c4e79,Russell Pannone,Negative,358,-1,fraudulently represented item sold new box taped stainless steel top scratched parts bag previously torn open serval emails refused right thing solution return missed point sold item false pretense new not buy,32,209
Temu,Online Shopping,Veto because of the delivery,"Temu will pass the buck for this to Evri but it's disgusting that they use a courier who steal items. All 3 of my split deliveries this week had the wrong photos for delivery, one even being the inside of a car. They take no responsibility for the courier so I have no order and no refund. Whilst I'm terminally ill I rely on these things being delivered. Won't use the site again.",1,"August 6, 2026",6a774dc632f2fb9adae0c5a1,Ms Samuel,Negative,381,-1,temu pass buck evri disgusting use courier steal items 3 split deliveries week wrong photos delivery one even inside car take no responsibility courier no order no refund whilst terminally ill rely things delivered won't use site,37,229
Temu,Online Shopping,DO NOT ACCEPT VOUCHERS,They give me a voucher for returning articles. I bought clothes with the voucher which the material was absolutely crap. Then returned them and surprise they only giving back few pounds because it was bought with voucher. No voucher credit back. DO NOT ACCEPT VOUCHERS.,1,"August 8, 2026",6a7741ffaaae1aba0b713188,Sonia Miranda Oliva,Negative,269,-1,give voucher returning articles bought clothes voucher material absolutely crap returned surprise giving back pounds bought voucher no voucher credit back not accept vouchers,24,174
Temu,Online Shopping,I purchased several items from this…,I purchased several items from this company when I returned from holiday I had a load of different pictures of a door I have never seen before saying the item was left in my porch I don't have a porch I advised them of this and they told me to contact the carrier which I did but I keep getting a recorded message telling me to contact the sender who are temu I think they think they can steal my money and get me to give up listen you have put on your response on Trustpiolt you will do this and that I have contacted you online you tell me to go to the carrier Everi which I do and I get a recorded message telling me to contact the sender being you then I get cut off hence the reason I have posted on here my next step is my credit card company to get my money back I don't have a porch or patio as it has been claimed that's where my orders were left i have a front door with a doorstep the picture supplied is not of my front door end of,1,"June 24, 2026",6a7739bb36f0f75a4927ea44,Brian Dennis,Negative,943,-1,purchased several items company returned holiday load different pictures door never seen saying item left porch don't porch advised told contact carrier keep getting recorded message telling contact sender temu think think steal money get give listen put response trustpiolt contacted online tell go carrier everi get recorded message telling contact sender get cut hence reason posted next step credit card company get money back don't porch patio claimed that's orders left front door doorstep picture supplied not front door end,81,531
Temu,Online Shopping,Wow .Initially as there were first starting…,"Initially as there were first starting off they were a little bit cheap and some of the things were a little bit jeep and cheerful but now they have up their game and they are providing much better quality stuff for the price don't get me wrong you could probably buy better but you'd be paying like four times the price.
What do I like about them they give you refund or credit instantaneously no questions asked as long as You don't take the rise out of them. The algorithm will spot you immediately if you keep sending stuff back arbiterally.
And kudos to them .! Lol

2 . If you buy or buy 15 quid worth of stuff they throw in the postage totally for free and return postage is free if it's damaged or faulty or not fit for purpose which means probably faulty.

3 same products on eBay but cheaper very often if not identical. Vs the same quality of course.

4 App is super easy to use once you get the hang of it otherwise use your own PC which is easier to manage any Returns

Hope that helps anybody
Ross UK",5,"August 8, 2026",6a772479f169c1d5f0c31901,Ross Adams,Positive,1014,1,initially first starting little bit cheap things little bit jeep cheerful game providing much better quality stuff price don't get wrong could probably buy better paying like four times price like give refund credit instantaneously no questions asked long don't take rise algorithm spot immediately keep sending stuff back arbiterally kudos lol 2 buy buy 15 quid worth stuff throw postage totally free return postage free damaged faulty not fit purpose means probably faulty 3 products ebay cheaper often not identical vs quality course 4 app super easy use get hang otherwise use pc easier manage returns hope helps anybody ross uk,102,632
Temu,Online Shopping,Slow deliver…,"They used to ship quickly and deliver quickly. There delivery times have become that slow, it would be quicker to row there in a dinghy and pick it up yourself",2,"August 8, 2026",6a7723c22e9871499fd05d8f,Geoffrey Ankrett,Negative,159,-1,used ship quickly deliver quickly delivery times become slow would quicker row dinghy pick,14,90
Temu,Online Shopping,Dont order bad deliveries. Dreadful Customer sercice,"Minus one star at least. I have repeatedly contacted Temu about their deliveries beng left anywhere but where they should. They have been dumed in garages at the back, the garden, but mostly rubbish bins despite delivery instructions. Not to do this. My parcel was delivered no notification biin men took it to tip. Full of personalised stuff. Dont order they are not trustworthy. You conatct customer services they havent a clue just generic messages. I got a refund but thats not the point those were gifts personalised and they were just dumped.
Yesterday 11th Aug I received a parcel dumped at front of house under a sign that states. PARCELS MUST NOT BE LEFT OUTSIE THIS DOOR and beside a delivery box. Can these delivery men READ",1,"August 8, 2026",6a7705c341a52578e64841ff,Janet Erlam,Negative,735,-1,minus one star least repeatedly contacted temu deliveries beng left anywhere dumed garages back garden mostly rubbish bins despite delivery instructions not parcel delivered no notification biin men took tip full personalised stuff dont order not trustworthy conatct customer services havent clue generic messages got refund thats not point gifts personalised dumped yesterday 11th aug received parcel dumped front house sign states parcels must not left outsie door beside delivery box delivery men read,74,504
Temu,Online Shopping,Am suffering since 6 month because of…,Am suffering since 6 month because of TEMU Customer Service as they are unhelpfull at all and i already i gave them also here in TRUSTPILOT A lot of times the ticket no. And email and phone number but they did nothing until now .,1,"January 27, 2026",6a76fe821dbb79a709f6a325,Hisham Khalaf,Negative,229,-1,suffering since 6 month temu customer service unhelpfull already gave also trustpilot lot times ticket no email phone number nothing,20,132
Temu,Online Shopping,After years of using Temu with no…,"After years of using Temu with no problems, I can honestly say I will never use again.
I bought a water feature for £100, but unfortunately did not work properly. I bought from UK, as I thought it would be easier to return if any problems, how wrong was I.
Temu has made it as awkward as possible to send the item back and clearly do not want to refund.
They have sent me a barcode for the return, but no return address. The logistics company they are telling to drop off to, do not accept returns only collection, but temu are saying they can't book a collection. They are doing everything possible to avoid giving a refund for the item.
DO NOT BUY ANY HIGH VALUE ITEMS FROM TEMU!",1,"July 22, 2026",6a76fadd3e2f623b63a481f0,AnnieO,Negative,681,-1,years using temu no problems honestly say never use bought water feature 100 unfortunately not work properly bought uk thought would easier return problems wrong temu made awkward possible send item back clearly not want refund sent barcode return no return address logistics company telling drop not accept returns collection temu saying can't book collection everything possible avoid giving refund item not buy high value items temu,67,435
Temu,Online Shopping,Temu customer service is the worse,"Temu customer service is the worse, they do not listen or check what you tell them",1,"August 7, 2026",6a76dd0992f901afe67c82ab,Customer,Negative,82,-1,temu customer service worse not listen check tell,8,49
Temu,Online Shopping,Customer service can't understand,"Customer service can't understand. Simply if item is $1.60 then they charge you $15 it's fraud. It happens a lot and they can't understand. I had orders should be $17 but had $100 plus taken from the bank account
I tried to talk to a James Gustavo but he didn't understand anything. And after numerous requests to connect with a senior staff he refused. He also said there's no senior manager in the place. And you sent details of the prices and he doesn't understand. . If you quote a price then charge 5 times more it's fraud",1,"August 8, 2026",6a76c677d0e300a24a741c42,Tim Hickey,Negative,527,-1,customer service can't understand simply item 1 60 charge 15 fraud happens lot can't understand orders 17 100 plus taken bank account tried talk james gustavo didn't understand anything numerous requests connect senior staff refused also said there's no senior manager place sent details prices doesn't understand quote price charge 5 times fraud,53,346
Temu,Online Shopping,I always received m'y product in good…,I always received m'y product in good condition a lot of fake review,5,"August 8, 2026",6a76bc0003f39be5ccb3365b,Divra,Positive,68,1,always received m'y product good condition lot fake review,9,58
Temu,Online Shopping,Have been waiting on a parcel which…,"Have been waiting on a parcel which should of arrived between 27th and 31sr of july its now the 8th of August and still not delivered even though its been at local depot sunce the 28th of july. I have spoken to Temu several times and i get the same excuses all the time, its waiting on review from ticket raised and its been several days. Avoid Temu at all cost",1,"July 28, 2026",6a766beaa357fcbc39c6f1cc,Doreen Cournoyer,Negative,361,-1,waiting parcel arrived 27th 31sr july 8th august still not delivered even though local depot sunce 28th july spoken temu several times get excuses time waiting review ticket raised several days avoid temu cost,34,209
Temu,Online Shopping,What a waste of time complaining about product that was faulty. Cost was about £17.00 but Temu and Klarna are not very good at issuing refund or accepting product faults. Do not purchase from this cowboy outfit. I No refund for faulty product,"Product fault
When can I get a refund or credit for product that was reported as faulty and poor customer service",1,"June 1, 2026",6a7658da8a8a2f6eaebe25e9,Customer,Negative,113,-1,product fault get refund credit product reported faulty poor customer service,11,77
Temu,Online Shopping,It’s awful,"It’s awful. They play games with you and manipulate you into buying using unethical tactics. For example, you find a product and it claims to arrive in your country in 2 days, then elsewhere it says 16 working days, but once you place the order, it suddenly says more than 50 days! They have zero sense of ethics or morals.",1,"August 6, 2026",6a7580068b7d2c810da4a0f0,Jay Kay,Negative,323,-1,awful play games manipulate buying using unethical tactics example find product claims arrive country 2 days elsewhere says 16 working days place order suddenly says 50 days zero sense ethics morals,31,198
Temu,Online Shopping,Utterly appalling customer service,"I purchased a set of 50 coat hangers and when it arrived, I received one. I checked the page from where I purchased it and the pictures show 50, the buttons for the item show 50 and there's no drop down bar to order one, i contacted c/s and the first agent just fobbed me off and cancelled the chat, the second agent showed a lack of empathy, also, and when said I'm considering cancelling my account, he just gave me the link to do so . Other items I received dont match the product advertised on thepage. The c/s is appalling. Order cheap and receive the same level of service. Beyond a joke! Do yourself a favour and avoid the bunch of clowns",1,"August 7, 2026",6a762da053a585f5a5266dca,Jake Hufton,Negative,645,-1,purchased set 50 coat hangers arrived received one checked page purchased pictures show 50 buttons item show 50 there's no drop bar order one contacted c first agent fobbed cancelled chat second agent showed lack empathy also said considering cancelling account gave link items received dont match product advertised thepage c appalling order cheap receive level service beyond joke favour avoid bunch clowns,63,408
